max_features,representation,n_neighbors,weights,metric,mean_macro_f1,mean_accuracy,mean_sensitivity,mean_specificity
300,raw,11,uniform,euclidean,0.5136886402675008,0.6155555555555555,0.8618181818181816,0.22857142857142854
300,raw,11,uniform,cosine,0.5136886402675008,0.6155555555555555,0.8618181818181816,0.22857142857142854
300,raw,11,distance,euclidean,0.5136886402675008,0.6155555555555555,0.8618181818181816,0.22857142857142854
300,raw,11,distance,cosine,0.5136886402675008,0.6155555555555555,0.8618181818181816,0.22857142857142854
300,raw,15,uniform,euclidean,0.49644661121542677,0.6166666666666667,0.8918181818181816,0.18428571428571425
300,raw,15,uniform,cosine,0.49644661121542677,0.6166666666666667,0.8918181818181816,0.18428571428571425
300,raw,15,distance,euclidean,0.49644661121542677,0.6166666666666667,0.8918181818181816,0.18428571428571425
300,raw,15,distance,cosine,0.49644661121542677,0.6166666666666667,0.8918181818181816,0.18428571428571425
300,raw,21,uniform,euclidean,0.48083681147826574,0.6216666666666668,0.9245454545454546,0.14571428571428569
300,raw,21,uniform,cosine,0.48083681147826574,0.6216666666666668,0.9245454545454546,0.14571428571428569
300,raw,21,distance,euclidean,0.48083681147826574,0.6216666666666668,0.9245454545454546,0.14571428571428569
300,raw,21,distance,cosine,0.48083681147826574,0.6216666666666668,0.9245454545454546,0.14571428571428569
300,pca,1,uniform,euclidean,0.5935883199757646,0.6311111111111112,0.740909090909091,0.4585714285714285
300,pca,1,uniform,cosine,0.6136283327006372,0.6411111111111112,0.7181818181818181,0.5199999999999999
300,pca,1,distance,euclidean,0.5935883199757646,0.6311111111111112,0.740909090909091,0.4585714285714285
300,pca,1,distance,cosine,0.6136283327006372,0.6411111111111112,0.7181818181818181,0.5199999999999999
300,pca,3,uniform,euclidean,0.5888123618218077,0.6416666666666667,0.7999999999999998,0.39285714285714285
300,pca,3,uniform,cosine,0.5954086402131766,0.6416666666666667,0.7799999999999997,0.4242857142857142
300,pca,3,distance,euclidean,0.5888123618218077,0.6416666666666667,0.7999999999999998,0.39285714285714285
300,pca,3,distance,cosine,0.5954086402131766,0.6416666666666667,0.7799999999999997,0.4242857142857142
300,pca,5,uniform,euclidean,0.5372919427191166,0.6122222222222223,0.8154545454545454,0.29285714285714276
300,pca,5,uniform,cosine,0.5749183168736408,0.6383333333333333,0.8163636363636363,0.35857142857142854
300,pca,5,distance,euclidean,0.5372919427191166,0.6122222222222223,0.8154545454545454,0.29285714285714276
300,pca,5,distance,cosine,0.5749183168736408,0.6383333333333333,0.8163636363636363,0.35857142857142854
300,pca,7,uniform,euclidean,0.5245820460010865,0.6133333333333334,0.8409090909090909,0.2557142857142856
300,pca,7,uniform,cosine,0.5610764975903656,0.6322222222222222,0.8309090909090908,0.31999999999999995
300,pca,7,distance,euclidean,0.5245820460010865,0.6133333333333334,0.8409090909090909,0.2557142857142856
300,pca,7,distance,cosine,0.5632050690189371,0.6344444444444445,0.8336363636363636,0.32142857142857134
300,pca,9,uniform,euclidean,0.5077131586360222,0.6083333333333334,0.8554545454545455,0.2199999999999999
300,pca,9,uniform,cosine,0.5286930909143053,0.6144444444444445,0.8363636363636364,0.2657142857142857
300,pca,9,distance,euclidean,0.5077131586360222,0.6083333333333334,0.8554545454545455,0.2199999999999999
300,pca,9,distance,cosine,0.5306829358519763,0.616111111111111,0.8372727272727274,0.2685714285714285
300,pca,11,uniform,euclidean,0.5097367941542604,0.62,0.879090909090909,0.2128571428571428
300,pca,11,uniform,cosine,0.516747167139596,0.6077777777777779,0.8363636363636364,0.2485714285714285
300,pca,11,distance,euclidean,0.5097367941542604,0.62,0.879090909090909,0.2128571428571428
300,pca,11,distance,cosine,0.5203065367554873,0.6105555555555555,0.8381818181818181,0.25285714285714284
300,pca,15,uniform,euclidean,0.4939200362217603,0.6233333333333334,0.9136363636363636,0.1671428571428571
300,pca,15,uniform,cosine,0.5122008512837599,0.6194444444444444,0.879090909090909,0.21142857142857135
300,pca,15,distance,euclidean,0.4939200362217603,0.6233333333333334,0.9136363636363636,0.1671428571428571
300,pca,15,distance,cosine,0.5145233621062707,0.6216666666666666,0.8818181818181818,0.21285714285714277
300,pca,21,uniform,euclidean,0.45321554789815655,0.6138888888888889,0.9363636363636363,0.10714285714285714
300,pca,21,uniform,cosine,0.48770695638971495,0.6266666666666667,0.9272727272727274,0.15428571428571428
300,pca,21,distance,euclidean,0.45321554789815655,0.6138888888888889,0.9363636363636363,0.10714285714285714
300,pca,21,distance,cosine,0.49442706960982824,0.6305555555555556,0.9290909090909091,0.16142857142857142
300,embedkit_unsup,1,uniform,euclidean,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_unsup,1,uniform,cosine,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_unsup,1,distance,euclidean,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_unsup,1,distance,cosine,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_unsup,3,uniform,euclidean,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_unsup,3,uniform,cosine,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_unsup,3,distance,euclidean,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_unsup,3,distance,cosine,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_unsup,5,uniform,euclidean,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_unsup,5,uniform,cosine,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_unsup,5,distance,euclidean,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_unsup,5,distance,cosine,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_unsup,7,uniform,euclidean,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_unsup,7,uniform,cosine,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_unsup,7,distance,euclidean,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_unsup,7,distance,cosine,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_unsup,9,uniform,euclidean,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_unsup,9,uniform,cosine,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_unsup,9,distance,euclidean,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_unsup,9,distance,cosine,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_unsup,11,uniform,euclidean,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_unsup,11,uniform,cosine,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_unsup,11,distance,euclidean,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_unsup,11,distance,cosine,0.4845392493899634,0.5844444444444445,0.8154545454545453,0.2214285714285714
300,embedkit_unsup,15,uniform,euclidean,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_unsup,15,uniform,cosine,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_unsup,15,distance,euclidean,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_unsup,15,distance,cosine,0.49830784602287603,0.6105555555555555,0.8672727272727272,0.20714285714285713
300,embedkit_unsup,21,uniform,euclidean,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_unsup,21,uniform,cosine,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_unsup,21,distance,euclidean,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_unsup,21,distance,cosine,0.46709804966536594,0.611111111111111,0.9081818181818181,0.14428571428571427
300,embedkit_sup,1,uniform,euclidean,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_sup,1,uniform,cosine,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_sup,1,distance,euclidean,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_sup,1,distance,cosine,0.4964456260744187,0.5349999999999999,0.6318181818181818,0.3828571428571429
300,embedkit_sup,3,uniform,euclidean,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_sup,3,uniform,cosine,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_sup,3,distance,euclidean,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_sup,3,distance,cosine,0.5245369084789666,0.5722222222222222,0.7000000000000002,0.3714285714285714
300,embedkit_sup,5,uniform,euclidean,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_sup,5,uniform,cosine,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_sup,5,distance,euclidean,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_sup,5,distance,cosine,0.5145305836180316,0.5727777777777778,0.7236363636363637,0.3357142857142857
300,embedkit_sup,7,uniform,euclidean,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_sup,7,uniform,cosine,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_sup,7,distance,euclidean,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_sup,7,distance,cosine,0.4937156090980702,0.5694444444444444,0.7536363636363638,0.27999999999999997
300,embedkit_sup,9,uniform,euclidean,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_sup,9,uniform,cosine,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_sup,9,distance,euclidean,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_sup,9,distance,cosine,0.5007982926105491,0.5855555555555556,0.7890909090909091,0.2657142857142857
300,embedkit_sup,11,uniform,euclidean,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_sup,11,uniform,cosine,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_sup,11,distance,euclidean,0.4827729582736723,0.5833333333333334,0.8154545454545453,0.21857142857142847
300,embedkit_sup,11,distance,cosine,0.4845392493899634,0.5844444444444445,0.8154545454545453,0.2214285714285714
300,embedkit_sup,15,uniform,euclidean,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_sup,15,uniform,cosine,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_sup,15,distance,euclidean,0.4977029898484546,0.611111111111111,0.87,0.20428571428571424
300,embedkit_sup,15,distance,cosine,0.49830784602287603,0.6105555555555555,0.8672727272727272,0.20714285714285713
300,embedkit_sup,21,uniform,euclidean,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_sup,21,uniform,cosine,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_sup,21,distance,euclidean,0.4655216239837678,0.6111111111111112,0.9109090909090907,0.13999999999999999
300,embedkit_sup,21,distance,cosine,0.46709804966536594,0.611111111111111,0.9081818181818181,0.14428571428571427
300,corr_0.7,1,uniform,euclidean,0.582205340465012,0.6188888888888888,0.7254545454545456,0.4514285714285714
300,corr_0.7,1,uniform,cosine,0.5873939830511442,0.6249999999999999,0.7336363636363638,0.4542857142857143
300,corr_0.7,1,distance,euclidean,0.582205340465012,0.6188888888888888,0.7254545454545456,0.4514285714285714
300,corr_0.7,1,distance,cosine,0.5873939830511442,0.6249999999999999,0.7336363636363638,0.4542857142857143
300,corr_0.7,3,uniform,euclidean,0.5612181240851423,0.6266666666666668,0.808181818181818,0.3414285714285713
300,corr_0.7,3,uniform,cosine,0.56619972878751,0.6311111111111112,0.8118181818181818,0.3471428571428571
300,corr_0.7,3,distance,euclidean,0.5612181240851423,0.6266666666666668,0.808181818181818,0.3414285714285713
300,corr_0.7,3,distance,cosine,0.56619972878751,0.6311111111111112,0.8118181818181818,0.3471428571428571
300,corr_0.7,5,uniform,euclidean,0.5533523408958191,0.6305555555555555,0.8399999999999999,0.3014285714285714
300,corr_0.7,5,uniform,cosine,0.5691681166936788,0.6444444444444444,0.8463636363636361,0.32714285714285707
300,corr_0.7,5,distance,euclidean,0.5533523408958191,0.6305555555555555,0.8399999999999999,0.3014285714285714
300,corr_0.7,5,distance,cosine,0.5691681166936788,0.6444444444444444,0.8463636363636361,0.32714285714285707
300,corr_0.7,7,uniform,euclidean,0.5273308151868121,0.6222222222222222,0.8590909090909089,0.24999999999999992
300,corr_0.7,7,uniform,cosine,0.5498981579085027,0.6344444444444445,0.8554545454545454,0.2871428571428571
300,corr_0.7,7,distance,euclidean,0.5273308151868121,0.6222222222222222,0.8590909090909089,0.24999999999999992
300,corr_0.7,7,distance,cosine,0.5498981579085027,0.6344444444444445,0.8554545454545454,0.2871428571428571
300,corr_0.7,9,uniform,euclidean,0.5287323979313484,0.6244444444444445,0.8663636363636364,0.2442857142857142
300,corr_0.7,9,uniform,cosine,0.547489944851639,0.6366666666666666,0.8663636363636362,0.27571428571428563
300,corr_0.7,9,distance,euclidean,0.5287323979313484,0.6244444444444445,0.8663636363636364,0.2442857142857142
300,corr_0.7,9,distance,cosine,0.547489944851639,0.6366666666666666,0.8663636363636362,0.27571428571428563
300,corr_0.7,11,uniform,euclidean,0.5114286669213954,0.6194444444444445,0.8763636363636365,0.21571428571428566
300,corr_0.7,11,uniform,cosine,0.5416383840020272,0.6405555555555555,0.8909090909090907,0.24714285714285708
300,corr_0.7,11,distance,euclidean,0.5114286669213954,0.6194444444444445,0.8763636363636365,0.21571428571428566
300,corr_0.7,11,distance,cosine,0.5416383840020272,0.6405555555555555,0.8909090909090907,0.24714285714285708
300,corr_0.7,15,uniform,euclidean,0.5347254900521766,0.6472222222222221,0.9181818181818181,0.22142857142857136
300,corr_0.7,15,uniform,cosine,0.5158964987425257,0.6377777777777778,0.919090909090909,0.19571428571428565
300,corr_0.7,15,distance,euclidean,0.5347254900521766,0.6472222222222221,0.9181818181818181,0.22142857142857136
300,corr_0.7,15,distance,cosine,0.5158964987425257,0.6377777777777778,0.919090909090909,0.19571428571428565
300,corr_0.7,21,uniform,euclidean,0.49419178050557355,0.6466666666666666,0.9681818181818181,0.14142857142857143
300,corr_0.7,21,uniform,cosine,0.4912203968445348,0.6411111111111112,0.9590909090909091,0.1414285714285714
300,corr_0.7,21,distance,euclidean,0.49419178050557355,0.6466666666666666,0.9681818181818181,0.14142857142857143
300,corr_0.7,21,distance,cosine,0.4912203968445348,0.6411111111111112,0.9590909090909091,0.1414285714285714
300,corr_0.8,1,uniform,euclidean,0.5767186345489211,0.617777777777778,0.7372727272727272,0.43
300,corr_0.8,1,uniform,cosine,0.5826020806113416,0.6227777777777778,0.74,0.43857142857142856
300,corr_0.8,1,distance,euclidean,0.5767186345489211,0.617777777777778,0.7372727272727272,0.43
300,corr_0.8,1,distance,cosine,0.5826020806113416,0.6227777777777778,0.74,0.43857142857142856
300,corr_0.8,3,uniform,euclidean,0.5577614995449328,0.6283333333333334,0.8227272727272725,0.3228571428571428
300,corr_0.8,3,uniform,cosine,0.5614301610127331,0.6272222222222222,0.8072727272727271,0.3442857142857143
300,corr_0.8,3,distance,euclidean,0.5577614995449328,0.6283333333333334,0.8227272727272725,0.3228571428571428
300,corr_0.8,3,distance,cosine,0.5614301610127331,0.6272222222222222,0.8072727272727271,0.3442857142857143
300,corr_0.8,5,uniform,euclidean,0.5299153603933964,0.6188888888888889,0.8409090909090908,0.2699999999999999
300,corr_0.8,5,uniform,cosine,0.5414201832574027,0.6177777777777779,0.8145454545454544,0.3085714285714285
300,corr_0.8,5,distance,euclidean,0.5299153603933964,0.6188888888888889,0.8409090909090908,0.2699999999999999
300,corr_0.8,5,distance,cosine,0.5414201832574027,0.6177777777777779,0.8145454545454544,0.3085714285714285
300,corr_0.8,7,uniform,euclidean,0.5207026527972556,0.6183333333333334,0.8563636363636362,0.24428571428571424
300,corr_0.8,7,uniform,cosine,0.5459005432043663,0.628888888888889,0.8481818181818181,0.2842857142857142
300,corr_0.8,7,distance,euclidean,0.5207026527972556,0.6183333333333334,0.8563636363636362,0.24428571428571424
300,corr_0.8,7,distance,cosine,0.5459005432043663,0.628888888888889,0.8481818181818181,0.2842857142857142
300,corr_0.8,9,uniform,euclidean,0.5190660713432826,0.6227777777777779,0.8736363636363635,0.2285714285714285
300,corr_0.8,9,uniform,cosine,0.5378176907245124,0.628888888888889,0.8609090909090906,0.26428571428571423
300,corr_0.8,9,distance,euclidean,0.5190660713432826,0.6227777777777779,0.8736363636363635,0.2285714285714285
300,corr_0.8,9,distance,cosine,0.5378176907245124,0.628888888888889,0.8609090909090906,0.26428571428571423
300,corr_0.8,11,uniform,euclidean,0.5168431177018884,0.6288888888888888,0.8945454545454544,0.21142857142857135
300,corr_0.8,11,uniform,cosine,0.5324395368749192,0.638888888888889,0.9,0.2285714285714285
300,corr_0.8,11,distance,euclidean,0.5168431177018884,0.6288888888888888,0.8945454545454544,0.21142857142857135
300,corr_0.8,11,distance,cosine,0.5324395368749192,0.638888888888889,0.9,0.2285714285714285
300,corr_0.8,15,uniform,euclidean,0.4930250171783904,0.6288888888888889,0.9272727272727272,0.15999999999999998
300,corr_0.8,15,uniform,cosine,0.5088038838556079,0.6327777777777778,0.9163636363636363,0.18714285714285708
300,corr_0.8,15,distance,euclidean,0.4930250171783904,0.6288888888888889,0.9272727272727272,0.15999999999999998
300,corr_0.8,15,distance,cosine,0.5088038838556079,0.6327777777777778,0.9163636363636363,0.18714285714285708
300,corr_0.8,21,uniform,euclidean,0.4710187468342641,0.6355555555555555,0.9672727272727273,0.11428571428571427
300,corr_0.8,21,uniform,cosine,0.4790541011989288,0.6355555555555557,0.9572727272727272,0.12999999999999998
300,corr_0.8,21,distance,euclidean,0.4710187468342641,0.6355555555555555,0.9672727272727273,0.11428571428571427
300,corr_0.8,21,distance,cosine,0.4790541011989288,0.6355555555555557,0.9572727272727272,0.12999999999999998
300,corr_0.9,1,uniform,euclidean,0.6013731266929577,0.6355555555555557,0.7327272727272729,0.4828571428571429
300,corr_0.9,1,uniform,cosine,0.5981605752374933,0.6322222222222222,0.7309090909090911,0.4771428571428571
300,corr_0.9,1,distance,euclidean,0.6013731266929577,0.6355555555555557,0.7327272727272729,0.4828571428571429
300,corr_0.9,1,distance,cosine,0.5981605752374933,0.6322222222222222,0.7309090909090911,0.4771428571428571
300,corr_0.9,3,uniform,euclidean,0.5653103083224164,0.6272222222222222,0.7999999999999998,0.3557142857142857
300,corr_0.9,3,uniform,cosine,0.5634474439622137,0.6200000000000001,0.7799999999999998,0.3685714285714285
300,corr_0.9,3,distance,euclidean,0.5653103083224164,0.6272222222222222,0.7999999999999998,0.3557142857142857
300,corr_0.9,3,distance,cosine,0.5634474439622137,0.6200000000000001,0.7799999999999998,0.3685714285714285
300,corr_0.9,5,uniform,euclidean,0.5323872465863854,0.6066666666666667,0.8009090909090908,0.3014285714285714
300,corr_0.9,5,uniform,cosine,0.5399988949211224,0.6111111111111112,0.7963636363636363,0.31999999999999995
300,corr_0.9,5,distance,euclidean,0.5323872465863854,0.6066666666666667,0.8009090909090908,0.3014285714285714
300,corr_0.9,5,distance,cosine,0.5399988949211224,0.6111111111111112,0.7963636363636363,0.31999999999999995
300,corr_0.9,7,uniform,euclidean,0.5252033014628217,0.6133333333333334,0.8372727272727272,0.26142857142857134
300,corr_0.9,7,uniform,cosine,0.5215167448493535,0.6044444444444445,0.8172727272727272,0.2699999999999999
300,corr_0.9,7,distance,euclidean,0.5252033014628217,0.6133333333333334,0.8372727272727272,0.26142857142857134
300,corr_0.9,7,distance,cosine,0.5215167448493535,0.6044444444444445,0.8172727272727272,0.2699999999999999
300,corr_0.9,9,uniform,euclidean,0.5076853016160363,0.6055555555555556,0.8454545454545455,0.2285714285714285
300,corr_0.9,9,uniform,cosine,0.5180065315133531,0.6105555555555556,0.8427272727272725,0.24571428571428566
300,corr_0.9,9,distance,euclidean,0.5076853016160363,0.6055555555555556,0.8454545454545455,0.2285714285714285
300,corr_0.9,9,distance,cosine,0.5180065315133531,0.6105555555555556,0.8427272727272725,0.24571428571428566
300,corr_0.9,11,uniform,euclidean,0.5060695789745265,0.618888888888889,0.8827272727272725,0.20428571428571426
300,corr_0.9,11,uniform,cosine,0.5098434651388924,0.6144444444444445,0.8636363636363634,0.22285714285714278
300,corr_0.9,11,distance,euclidean,0.5060695789745265,0.618888888888889,0.8827272727272725,0.20428571428571426
300,corr_0.9,11,distance,cosine,0.5098434651388924,0.6144444444444445,0.8636363636363634,0.22285714285714278
300,corr_0.9,15,uniform,euclidean,0.48315634384772316,0.6138888888888889,0.9018181818181816,0.1614285714285714
300,corr_0.9,15,uniform,cosine,0.48627025880998886,0.6111111111111112,0.8927272727272725,0.1685714285714285
300,corr_0.9,15,distance,euclidean,0.48315634384772316,0.6138888888888889,0.9018181818181816,0.1614285714285714
300,corr_0.9,15,distance,cosine,0.48627025880998886,0.6111111111111112,0.8927272727272725,0.1685714285714285
300,corr_0.9,21,uniform,euclidean,0.47707424570543017,0.6294444444444445,0.9472727272727274,0.12999999999999998
300,corr_0.9,21,uniform,cosine,0.47466273237839957,0.6227777777777779,0.9345454545454546,0.13285714285714284
300,corr_0.9,21,distance,euclidean,0.47707424570543017,0.6294444444444445,0.9472727272727274,0.12999999999999998
300,corr_0.9,21,distance,cosine,0.47466273237839957,0.6227777777777779,0.9345454545454546,0.13285714285714284
300,corr_0.95,1,uniform,euclidean,0.5917280758531936,0.6266666666666668,0.7236363636363637,0.4742857142857143
300,corr_0.95,1,uniform,cosine,0.5955813737308892,0.6305555555555556,0.7281818181818183,0.4771428571428571
300,corr_0.95,1,distance,euclidean,0.5917280758531936,0.6266666666666668,0.7236363636363637,0.4742857142857143
300,corr_0.95,1,distance,cosine,0.5955813737308892,0.6305555555555556,0.7281818181818183,0.4771428571428571
300,corr_0.95,3,uniform,euclidean,0.5501889574630959,0.6144444444444445,0.7918181818181818,0.3357142857142857
300,corr_0.95,3,uniform,cosine,0.5549339141859769,0.6116666666666667,0.7718181818181816,0.35999999999999993
300,corr_0.95,3,distance,euclidean,0.5501889574630959,0.6144444444444445,0.7918181818181818,0.3357142857142857
300,corr_0.95,3,distance,cosine,0.5549339141859769,0.6116666666666667,0.7718181818181816,0.35999999999999993
300,corr_0.95,5,uniform,euclidean,0.5313773441699611,0.6044444444444445,0.798181818181818,0.29999999999999993
300,corr_0.95,5,uniform,cosine,0.5361013396765285,0.6033333333333333,0.7790909090909091,0.32714285714285707
300,corr_0.95,5,distance,euclidean,0.5313773441699611,0.6044444444444445,0.798181818181818,0.29999999999999993
300,corr_0.95,5,distance,cosine,0.5361013396765285,0.6033333333333333,0.7790909090909091,0.32714285714285707
300,corr_0.95,7,uniform,euclidean,0.5092302177970843,0.6011111111111113,0.8309090909090906,0.23999999999999994
300,corr_0.95,7,uniform,cosine,0.5185643313208531,0.5983333333333334,0.8063636363636363,0.27142857142857135
300,corr_0.95,7,distance,euclidean,0.5092302177970843,0.6011111111111113,0.8309090909090906,0.23999999999999994
300,corr_0.95,7,distance,cosine,0.5185643313208531,0.5983333333333334,0.8063636363636363,0.27142857142857135
300,corr_0.95,9,uniform,euclidean,0.49525033966533216,0.5983333333333334,0.8436363636363634,0.21285714285714277
300,corr_0.95,9,uniform,cosine,0.5176946145794347,0.6127777777777778,0.8463636363636362,0.24571428571428566
300,corr_0.95,9,distance,euclidean,0.49525033966533216,0.5983333333333334,0.8436363636363634,0.21285714285714277
300,corr_0.95,9,distance,cosine,0.5176946145794347,0.6127777777777778,0.8463636363636362,0.24571428571428566
300,corr_0.95,11,uniform,euclidean,0.504024488477262,0.6138888888888889,0.8736363636363634,0.20571428571428566
300,corr_0.95,11,uniform,cosine,0.5098437818109482,0.6144444444444443,0.8645454545454544,0.22142857142857136
300,corr_0.95,11,distance,euclidean,0.504024488477262,0.6138888888888889,0.8736363636363634,0.20571428571428566
300,corr_0.95,11,distance,cosine,0.5098437818109482,0.6144444444444443,0.8645454545454544,0.22142857142857136
300,corr_0.95,15,uniform,euclidean,0.4873061734201164,0.6111111111111112,0.8890909090909088,0.17428571428571424
300,corr_0.95,15,uniform,cosine,0.4924418245228589,0.6105555555555555,0.8827272727272725,0.1828571428571428
300,corr_0.95,15,distance,euclidean,0.4873061734201164,0.6111111111111112,0.8890909090909088,0.17428571428571424
300,corr_0.95,15,distance,cosine,0.4924418245228589,0.6105555555555555,0.8827272727272725,0.1828571428571428
300,corr_0.95,21,uniform,euclidean,0.474572121392961,0.6244444444444445,0.9381818181818181,0.1314285714285714
300,corr_0.95,21,uniform,cosine,0.47469223250789966,0.6211111111111112,0.929090909090909,0.13714285714285712
300,corr_0.95,21,distance,euclidean,0.474572121392961,0.6244444444444445,0.9381818181818181,0.1314285714285714
300,corr_0.95,21,distance,cosine,0.47469223250789966,0.6211111111111112,0.929090909090909,0.13714285714285712
500,raw,1,uniform,euclidean,0.5955158935991046,0.6366666666666668,0.7618181818181821,0.43999999999999995
500,raw,1,uniform,cosine,0.5955158935991046,0.6366666666666668,0.7618181818181821,0.43999999999999995
500,raw,1,distance,euclidean,0.5955158935991046,0.6366666666666668,0.7618181818181821,0.43999999999999995
500,raw,1,distance,cosine,0.5955158935991046,0.6366666666666668,0.7618181818181821,0.43999999999999995
500,raw,3,uniform,euclidean,0.5616066757053263,0.6305555555555555,0.8190909090909092,0.33428571428571424
500,raw,3,uniform,cosine,0.5616066757053263,0.6305555555555555,0.8190909090909092,0.33428571428571424
500,raw,3,distance,euclidean,0.5616066757053263,0.6305555555555555,0.8190909090909092,0.33428571428571424
500,raw,3,distance,cosine,0.5616066757053263,0.6305555555555555,0.8190909090909092,0.33428571428571424
500,raw,5,uniform,euclidean,0.567178133541177,0.6427777777777779,0.85,0.31714285714285706
500,raw,5,uniform,cosine,0.567178133541177,0.6427777777777779,0.85,0.31714285714285706
500,raw,5,distance,euclidean,0.567178133541177,0.6427777777777779,0.85,0.31714285714285706
500,raw,5,distance,cosine,0.567178133541177,0.6427777777777779,0.85,0.31714285714285706
500,raw,7,uniform,euclidean,0.5549912354553659,0.6405555555555555,0.8663636363636362,0.28571428571428564
500,raw,7,uniform,cosine,0.5549912354553659,0.6405555555555555,0.8663636363636362,0.28571428571428564
500,raw,7,distance,euclidean,0.5549912354553659,0.6405555555555555,0.8663636363636362,0.28571428571428564
500,raw,7,distance,cosine,0.5549912354553659,0.6405555555555555,0.8663636363636362,0.28571428571428564
500,raw,9,uniform,euclidean,0.5529286133101725,0.6477777777777779,0.8899999999999999,0.26714285714285707
500,raw,9,uniform,cosine,0.5529286133101725,0.6477777777777779,0.8899999999999999,0.26714285714285707
500,raw,9,distance,euclidean,0.5529286133101725,0.6477777777777779,0.8899999999999999,0.26714285714285707
500,raw,9,distance,cosine,0.5529286133101725,0.6477777777777779,0.8899999999999999,0.26714285714285707
500,raw,11,uniform,euclidean,0.54383995336664,0.6422222222222221,0.888181818181818,0.25571428571428567
500,raw,11,uniform,cosine,0.54383995336664,0.6422222222222221,0.888181818181818,0.25571428571428567
500,raw,11,distance,euclidean,0.54383995336664,0.6422222222222221,0.888181818181818,0.25571428571428567
